aircraft_id,airline,model,manufacture_year,fleet_type,airline_name,hub,fleet_size
SWA180,SWA,B737-MAX,2006,Narrow,Southwest Airlines,DAL,700
DAL106,DAL,A320,2012,Narrow,Delta Air Lines,ATL,900
AAL956,AAL,B737-800,2017,Narrow,American Airlines,DFW,950
JBU900,JBU,A321,2007,Wide,JetBlue,JFK,300
AAL662,AAL,B737-800,2020,Narrow,American Airlines,DFW,950
SWA129,SWA,B737-MAX,2009,Narrow,Southwest Airlines,DAL,700
FFT857,FFT,A320neo,2017,Narrow,Frontier Airlines,DEN,200
UAL592,UAL,B757,2015,Wide,United Airlines,ORD,850
UAL319,UAL,B757,2007,Wide,United Airlines,ORD,850
SWA720,SWA,B737-MAX,2015,Narrow,Southwest Airlines,DAL,700
FFT316,FFT,A320neo,2016,Narrow,Frontier Airlines,DEN,200
SWA449,SWA,B737-MAX,2013,Narrow,Southwest Airlines,DAL,700
JBU613,JBU,A321,2007,Wide,JetBlue,JFK,300
JBU365,JBU,A321,2013,Wide,JetBlue,JFK,300
JBU740,JBU,A321,2007,Wide,JetBlue,JFK,300
AAL241,AAL,B737-800,2013,Narrow,American Airlines,DFW,950
FFT832,FFT,A320neo,2018,Narrow,Frontier Airlines,DEN,200
JBU974,JBU,A321,2007,Wide,JetBlue,JFK,300
NKS437,NKS,A319,2013,Narrow,Spirit Airlines,FLL,250
DAL452,DAL,A320,2009,Narrow,Delta Air Lines,ATL,900
SWA477,SWA,B737-MAX,2019,Narrow,Southwest Airlines,DAL,700
NKS857,NKS,A319,2011,Narrow,Spirit Airlines,FLL,250
JBU425,JBU,A321,2009,Wide,JetBlue,JFK,300
AAL401,AAL,B737-800,2007,Narrow,American Airlines,DFW,950
NKS154,NKS,A319,2016,Narrow,Spirit Airlines,FLL,250
SWA391,SWA,B737-MAX,2006,Narrow,Southwest Airlines,DAL,700
NKS929,NKS,A319,2016,Narrow,Spirit Airlines,FLL,250
DAL358,DAL,A320,2019,Narrow,Delta Air Lines,ATL,900
UAL918,UAL,B757,2007,Wide,United Airlines,ORD,850
AAL859,AAL,B737-800,2018,Narrow,American Airlines,DFW,950
DAL101,DAL,A320,2009,Narrow,Delta Air Lines,ATL,900
UAL516,UAL,B757,2010,Wide,United Airlines,ORD,850
AAL893,AAL,B737-800,2021,Narrow,American Airlines,DFW,950
JBU259,JBU,A321,2007,Wide,JetBlue,JFK,300
UAL482,UAL,B757,2009,Wide,United Airlines,ORD,850
SWA302,SWA,B737-MAX,2007,Narrow,Southwest Airlines,DAL,700
NKS101,NKS,A319,2007,Narrow,Spirit Airlines,FLL,250
SWA790,SWA,B737-MAX,2012,Narrow,Southwest Airlines,DAL,700
FFT176,FFT,A320neo,2008,Narrow,Frontier Airlines,DEN,200
NKS901,NKS,A319,2011,Narrow,Spirit Airlines,FLL,250
DAL939,DAL,A320,2021,Narrow,Delta Air Lines,ATL,900
UAL638,UAL,B757,2007,Wide,United Airlines,ORD,850
DAL230,DAL,A320,2014,Narrow,Delta Air Lines,ATL,900
FFT732,FFT,A320neo,2007,Narrow,Frontier Airlines,DEN,200
AAL844,AAL,B737-800,2016,Narrow,American Airlines,DFW,950
AAL467,AAL,B737-800,2005,Narrow,American Airlines,DFW,950
NKS982,NKS,A319,2015,Narrow,Spirit Airlines,FLL,250
SWA983,SWA,B737-MAX,2020,Narrow,Southwest Airlines,DAL,700
FFT500,FFT,A320neo,2021,Narrow,Frontier Airlines,DEN,200
AAL582,AAL,B737-800,2011,Narrow,American Airlines,DFW,950
SWA729,SWA,B737-MAX,2005,Narrow,Southwest Airlines,DAL,700
JBU743,JBU,A321,2015,Wide,JetBlue,JFK,300
SWA270,SWA,B737-MAX,2008,Narrow,Southwest Airlines,DAL,700
JBU663,JBU,A321,2011,Wide,JetBlue,JFK,300
AAL490,AAL,B737-800,2008,Narrow,American Airlines,DFW,950
NKS599,NKS,A319,2012,Narrow,Spirit Airlines,FLL,250
DAL850,DAL,A320,2018,Narrow,Delta Air Lines,ATL,900
FFT990,FFT,A320neo,2009,Narrow,Frontier Airlines,DEN,200
JBU220,JBU,A321,2018,Wide,JetBlue,JFK,300
DAL843,DAL,A320,2018,Narrow,Delta Air Lines,ATL,900
AAL506,AAL,B737-800,2015,Narrow,American Airlines,DFW,950
JBU289,JBU,A321,2011,Wide,JetBlue,JFK,300
SWA677,SWA,B737-MAX,2021,Narrow,Southwest Airlines,DAL,700
UAL429,UAL,B757,2012,Wide,United Airlines,ORD,850
SWA695,SWA,B737-MAX,2005,Narrow,Southwest Airlines,DAL,700
UAL952,UAL,B757,2014,Wide,United Airlines,ORD,850
UAL163,UAL,B757,2009,Wide,United Airlines,ORD,850
SWA485,SWA,B737-MAX,2007,Narrow,Southwest Airlines,DAL,700
UAL106,UAL,B757,2006,Wide,United Airlines,ORD,850
NKS593,NKS,A319,2008,Narrow,Spirit Airlines,FLL,250
UAL297,UAL,B757,2016,Wide,United Airlines,ORD,850
AAL774,AAL,B737-800,2014,Narrow,American Airlines,DFW,950
JBU958,JBU,A321,2010,Wide,JetBlue,JFK,300
SWA970,SWA,B737-MAX,2011,Narrow,Southwest Airlines,DAL,700
NKS303,NKS,A319,2012,Narrow,Spirit Airlines,FLL,250
JBU877,JBU,A321,2018,Wide,JetBlue,JFK,300
UAL220,UAL,B757,2012,Wide,United Airlines,ORD,850
AAL742,AAL,B737-800,2009,Narrow,American Airlines,DFW,950
JBU416,JBU,A321,2013,Wide,JetBlue,JFK,300
JBU681,JBU,A321,2008,Wide,JetBlue,JFK,300
JBU109,JBU,A321,2010,Wide,JetBlue,JFK,300
JBU737,JBU,A321,2017,Wide,JetBlue,JFK,300
JBU716,JBU,A321,2015,Wide,JetBlue,JFK,300
UAL127,UAL,B757,2012,Wide,United Airlines,ORD,850
UAL522,UAL,B757,2015,Wide,United Airlines,ORD,850
FFT254,FFT,A320neo,2011,Narrow,Frontier Airlines,DEN,200
AAL752,AAL,B737-800,2005,Narrow,American Airlines,DFW,950
NKS983,NKS,A319,2009,Narrow,Spirit Airlines,FLL,250
DAL191,DAL,A320,2015,Narrow,Delta Air Lines,ATL,900
UAL358,UAL,B757,2020,Wide,United Airlines,ORD,850
AAL446,AAL,B737-800,2012,Narrow,American Airlines,DFW,950
JBU455,JBU,A321,2018,Wide,JetBlue,JFK,300
JBU629,JBU,A321,2014,Wide,JetBlue,JFK,300
UAL292,UAL,B757,2009,Wide,United Airlines,ORD,850
UAL273,UAL,B757,2007,Wide,United Airlines,ORD,850
SWA581,SWA,B737-MAX,2018,Narrow,Southwest Airlines,DAL,700
FFT914,FFT,A320neo,2016,Narrow,Frontier Airlines,DEN,200
AAL208,AAL,B737-800,2017,Narrow,American Airlines,DFW,950
DAL697,DAL,A320,2012,Narrow,Delta Air Lines,ATL,900
SWA923,SWA,B737-MAX,2013,Narrow,Southwest Airlines,DAL,700
JBU368,JBU,A321,2020,Wide,JetBlue,JFK,300
JBU875,JBU,A321,2016,Wide,JetBlue,JFK,300
JBU892,JBU,A321,2008,Wide,JetBlue,JFK,300
FFT720,FFT,A320neo,2021,Narrow,Frontier Airlines,DEN,200
AAL412,AAL,B737-800,2013,Narrow,American Airlines,DFW,950
JBU233,JBU,A321,2005,Wide,JetBlue,JFK,300
DAL688,DAL,A320,2021,Narrow,Delta Air Lines,ATL,900
FFT161,FFT,A320neo,2010,Narrow,Frontier Airlines,DEN,200
JBU157,JBU,A321,2006,Wide,JetBlue,JFK,300
AAL894,AAL,B737-800,2006,Narrow,American Airlines,DFW,950
UAL621,UAL,B757,2007,Wide,United Airlines,ORD,850
JBU228,JBU,A321,2016,Wide,JetBlue,JFK,300
AAL602,AAL,B737-800,2008,Narrow,American Airlines,DFW,950
JBU324,JBU,A321,2011,Wide,JetBlue,JFK,300
FFT163,FFT,A320neo,2011,Narrow,Frontier Airlines,DEN,200
DAL641,DAL,A320,2016,Narrow,Delta Air Lines,ATL,900
DAL345,DAL,A320,2015,Narrow,Delta Air Lines,ATL,900
NKS275,NKS,A319,2012,Narrow,Spirit Airlines,FLL,250
DAL672,DAL,A320,2008,Narrow,Delta Air Lines,ATL,900
FFT455,FFT,A320neo,2016,Narrow,Frontier Airlines,DEN,200
DAL810,DAL,A320,2013,Narrow,Delta Air Lines,ATL,900
SWA960,SWA,B737-MAX,2021,Narrow,Southwest Airlines,DAL,700
FFT895,FFT,A320neo,2009,Narrow,Frontier Airlines,DEN,200
FFT550,FFT,A320neo,2007,Narrow,Frontier Airlines,DEN,200
NKS799,NKS,A319,2017,Narrow,Spirit Airlines,FLL,250
DAL653,DAL,A320,2010,Narrow,Delta Air Lines,ATL,900
FFT445,FFT,A320neo,2021,Narrow,Frontier Airlines,DEN,200
AAL953,AAL,B737-800,2014,Narrow,American Airlines,DFW,950
SWA354,SWA,B737-MAX,2017,Narrow,Southwest Airlines,DAL,700
UAL267,UAL,B757,2008,Wide,United Airlines,ORD,850
NKS514,NKS,A319,2016,Narrow,Spirit Airlines,FLL,250
FFT444,FFT,A320neo,2021,Narrow,Frontier Airlines,DEN,200
NKS488,NKS,A319,2020,Narrow,Spirit Airlines,FLL,250
JBU295,JBU,A321,2014,Wide,JetBlue,JFK,300
JBU265,JBU,A321,2007,Wide,JetBlue,JFK,300
AAL178,AAL,B737-800,2009,Narrow,American Airlines,DFW,950
JBU696,JBU,A321,2005,Wide,JetBlue,JFK,300
UAL583,UAL,B757,2014,Wide,United Airlines,ORD,850
UAL820,UAL,B757,2013,Wide,United Airlines,ORD,850
UAL406,UAL,B757,2008,Wide,United Airlines,ORD,850
DAL181,DAL,A320,2007,Narrow,Delta Air Lines,ATL,900
UAL228,UAL,B757,2009,Wide,United Airlines,ORD,850
FFT241,FFT,A320neo,2016,Narrow,Frontier Airlines,DEN,200
AAL268,AAL,B737-800,2009,Narrow,American Airlines,DFW,950
NKS970,NKS,A319,2006,Narrow,Spirit Airlines,FLL,250
DAL698,DAL,A320,2021,Narrow,Delta Air Lines,ATL,900
DAL278,DAL,A320,2005,Narrow,Delta Air Lines,ATL,900
SWA304,SWA,B737-MAX,2005,Narrow,Southwest Airlines,DAL,700
UAL919,UAL,B757,2017,Wide,United Airlines,ORD,850
UAL424,UAL,B757,2009,Wide,United Airlines,ORD,850
SWA108,SWA,B737-MAX,2007,Narrow,Southwest Airlines,DAL,700
SWA806,SWA,B737-MAX,2009,Narrow,Southwest Airlines,DAL,700
NKS128,NKS,A319,2010,Narrow,Spirit Airlines,FLL,250
SWA639,SWA,B737-MAX,2014,Narrow,Southwest Airlines,DAL,700
AAL729,AAL,B737-800,2010,Narrow,American Airlines,DFW,950
FFT383,FFT,A320neo,2013,Narrow,Frontier Airlines,DEN,200
FFT483,FFT,A320neo,2011,Narrow,Frontier Airlines,DEN,200
AAL701,AAL,B737-800,2015,Narrow,American Airlines,DFW,950
UAL699,UAL,B757,2018,Wide,United Airlines,ORD,850
DAL870,DAL,A320,2013,Narrow,Delta Air Lines,ATL,900
SWA995,SWA,B737-MAX,2021,Narrow,Southwest Airlines,DAL,700
NKS613,NKS,A319,2010,Narrow,Spirit Airlines,FLL,250
NKS487,NKS,A319,2014,Narrow,Spirit Airlines,FLL,250
FFT779,FFT,A320neo,2015,Narrow,Frontier Airlines,DEN,200
NKS869,NKS,A319,2018,Narrow,Spirit Airlines,FLL,250
AAL854,AAL,B737-800,2017,Narrow,American Airlines,DFW,950
FFT195,FFT,A320neo,2005,Narrow,Frontier Airlines,DEN,200
SWA278,SWA,B737-MAX,2015,Narrow,Southwest Airlines,DAL,700
DAL501,DAL,A320,2019,Narrow,Delta Air Lines,ATL,900
UAL953,UAL,B757,2017,Wide,United Airlines,ORD,850
UAL378,UAL,B757,2009,Wide,United Airlines,ORD,850
SWA643,SWA,B737-MAX,2015,Narrow,Southwest Airlines,DAL,700
JBU204,JBU,A321,2016,Wide,JetBlue,JFK,300
DAL242,DAL,A320,2011,Narrow,Delta Air Lines,ATL,900
JBU522,JBU,A321,2009,Wide,JetBlue,JFK,300
SWA135,SWA,B737-MAX,2006,Narrow,Southwest Airlines,DAL,700
AAL566,AAL,B737-800,2008,Narrow,American Airlines,DFW,950
UAL193,UAL,B757,2021,Wide,United Airlines,ORD,850
UAL160,UAL,B757,2015,Wide,United Airlines,ORD,850
SWA539,SWA,B737-MAX,2020,Narrow,Southwest Airlines,DAL,700
FFT373,FFT,A320neo,2010,Narrow,Frontier Airlines,DEN,200
SWA855,SWA,B737-MAX,2018,Narrow,Southwest Airlines,DAL,700
NKS433,NKS,A319,2018,Narrow,Spirit Airlines,FLL,250
SWA878,SWA,B737-MAX,2005,Narrow,Southwest Airlines,DAL,700
JBU252,JBU,A321,2005,Wide,JetBlue,JFK,300
UAL230,UAL,B757,2014,Wide,United Airlines,ORD,850
DAL878,DAL,A320,2014,Narrow,Delta Air Lines,ATL,900
UAL593,UAL,B757,2009,Wide,United Airlines,ORD,850
DAL950,DAL,A320,2012,Narrow,Delta Air Lines,ATL,900
AAL966,AAL,B737-800,2007,Narrow,American Airlines,DFW,950
JBU566,JBU,A321,2015,Wide,JetBlue,JFK,300
AAL998,AAL,B737-800,2012,Narrow,American Airlines,DFW,950
DAL553,DAL,A320,2007,Narrow,Delta Air Lines,ATL,900
AAL605,AAL,B737-800,2007,Narrow,American Airlines,DFW,950
DAL507,DAL,A320,2005,Narrow,Delta Air Lines,ATL,900
SWA459,SWA,B737-MAX,2006,Narrow,Southwest Airlines,DAL,700
UAL874,UAL,B757,2013,Wide,United Airlines,ORD,850
JBU579,JBU,A321,2010,Wide,JetBlue,JFK,300
JBU280,JBU,A321,2017,Wide,JetBlue,JFK,300
DAL567,DAL,A320,2007,Narrow,Delta Air Lines,ATL,900
NKS550,NKS,A319,2009,Narrow,Spirit Airlines,FLL,250
FFT690,FFT,A320neo,2020,Narrow,Frontier Airlines,DEN,200
FFT510,FFT,A320neo,2007,Narrow,Frontier Airlines,DEN,200
AAL406,AAL,B737-800,2009,Narrow,American Airlines,DFW,950
UAL760,UAL,B757,2009,Wide,United Airlines,ORD,850
SWA751,SWA,B737-MAX,2017,Narrow,Southwest Airlines,DAL,700
DAL721,DAL,A320,2015,Narrow,Delta Air Lines,ATL,900
FFT131,FFT,A320neo,2005,Narrow,Frontier Airlines,DEN,200
SWA661,SWA,B737-MAX,2020,Narrow,Southwest Airlines,DAL,700
UAL460,UAL,B757,2010,Wide,United Airlines,ORD,850
JBU574,JBU,A321,2016,Wide,JetBlue,JFK,300
JBU519,JBU,A321,2010,Wide,JetBlue,JFK,300
SWA287,SWA,B737-MAX,2005,Narrow,Southwest Airlines,DAL,700
JBU761,JBU,A321,2017,Wide,JetBlue,JFK,300
JBU688,JBU,A321,2006,Wide,JetBlue,JFK,300
DAL813,DAL,A320,2005,Narrow,Delta Air Lines,ATL,900
DAL370,DAL,A320,2007,Narrow,Delta Air Lines,ATL,900
AAL857,AAL,B737-800,2021,Narrow,American Airlines,DFW,950
DAL440,DAL,A320,2020,Narrow,Delta Air Lines,ATL,900
JBU251,JBU,A321,2019,Wide,JetBlue,JFK,300
FFT887,FFT,A320neo,2016,Narrow,Frontier Airlines,DEN,200
DAL711,DAL,A320,2019,Narrow,Delta Air Lines,ATL,900
AAL842,AAL,B737-800,2014,Narrow,American Airlines,DFW,950
FFT907,FFT,A320neo,2019,Narrow,Frontier Airlines,DEN,200
FFT961,FFT,A320neo,2016,Narrow,Frontier Airlines,DEN,200
NKS546,NKS,A319,2009,Narrow,Spirit Airlines,FLL,250
NKS356,NKS,A319,2017,Narrow,Spirit Airlines,FLL,250
NKS553,NKS,A319,2010,Narrow,Spirit Airlines,FLL,250
DAL603,DAL,A320,2007,Narrow,Delta Air Lines,ATL,900
NKS766,NKS,A319,2016,Narrow,Spirit Airlines,FLL,250
SWA300,SWA,B737-MAX,2020,Narrow,Southwest Airlines,DAL,700
AAL909,AAL,B737-800,2014,Narrow,American Airlines,DFW,950
AAL505,AAL,B737-800,2017,Narrow,American Airlines,DFW,950
FFT741,FFT,A320neo,2019,Narrow,Frontier Airlines,DEN,200
JBU711,JBU,A321,2017,Wide,JetBlue,JFK,300
FFT715,FFT,A320neo,2015,Narrow,Frontier Airlines,DEN,200
FFT177,FFT,A320neo,2011,Narrow,Frontier Airlines,DEN,200
FFT985,FFT,A320neo,2010,Narrow,Frontier Airlines,DEN,200
UAL306,UAL,B757,2016,Wide,United Airlines,ORD,850
FFT901,FFT,A320neo,2014,Narrow,Frontier Airlines,DEN,200
UAL577,UAL,B757,2010,Wide,United Airlines,ORD,850
SWA175,SWA,B737-MAX,2020,Narrow,Southwest Airlines,DAL,700
NKS759,NKS,A319,2011,Narrow,Spirit Airlines,FLL,250
JBU726,JBU,A321,2021,Wide,JetBlue,JFK,300
NKS607,NKS,A319,2005,Narrow,Spirit Airlines,FLL,250
DAL331,DAL,A320,2021,Narrow,Delta Air Lines,ATL,900
JBU839,JBU,A321,2019,Wide,JetBlue,JFK,300
SWA712,SWA,B737-MAX,2017,Narrow,Southwest Airlines,DAL,700
SWA990,SWA,B737-MAX,2017,Narrow,Southwest Airlines,DAL,700
UAL235,UAL,B757,2010,Wide,United Airlines,ORD,850
AAL534,AAL,B737-800,2020,Narrow,American Airlines,DFW,950
NKS570,NKS,A319,2020,Narrow,Spirit Airlines,FLL,250
SWA792,SWA,B737-MAX,2013,Narrow,Southwest Airlines,DAL,700
UAL446,UAL,B757,2005,Wide,United Airlines,ORD,850
AAL753,AAL,B737-800,2012,Narrow,American Airlines,DFW,950
DAL211,DAL,A320,2014,Narrow,Delta Air Lines,ATL,900
NKS390,NKS,A319,2021,Narrow,Spirit Airlines,FLL,250
SWA805,SWA,B737-MAX,2014,Narrow,Southwest Airlines,DAL,700
DAL367,DAL,A320,2020,Narrow,Delta Air Lines,ATL,900
SWA452,SWA,B737-MAX,2012,Narrow,Southwest Airlines,DAL,700
FFT189,FFT,A320neo,2009,Narrow,Frontier Airlines,DEN,200
NKS756,NKS,A319,2020,Narrow,Spirit Airlines,FLL,250
FFT530,FFT,A320neo,2014,Narrow,Frontier Airlines,DEN,200
FFT813,FFT,A320neo,2008,Narrow,Frontier Airlines,DEN,200
SWA895,SWA,B737-MAX,2016,Narrow,Southwest Airlines,DAL,700
AAL891,AAL,B737-800,2017,Narrow,American Airlines,DFW,950
UAL713,UAL,B757,2016,Wide,United Airlines,ORD,850
NKS920,NKS,A319,2007,Narrow,Spirit Airlines,FLL,250
SWA109,SWA,B737-MAX,2005,Narrow,Southwest Airlines,DAL,700
UAL484,UAL,B757,2011,Wide,United Airlines,ORD,850
FFT540,FFT,A320neo,2007,Narrow,Frontier Airlines,DEN,200
SWA233,SWA,B737-MAX,2009,Narrow,Southwest Airlines,DAL,700
FFT727,FFT,A320neo,2015,Narrow,Frontier Airlines,DEN,200
DAL165,DAL,A320,2012,Narrow,Delta Air Lines,ATL,900
NKS646,NKS,A319,2019,Narrow,Spirit Airlines,FLL,250
UAL556,UAL,B757,2014,Wide,United Airlines,ORD,850
NKS156,NKS,A319,2009,Narrow,Spirit Airlines,FLL,250
FFT793,FFT,A320neo,2021,Narrow,Frontier Airlines,DEN,200
AAL649,AAL,B737-800,2017,Narrow,American Airlines,DFW,950
NKS604,NKS,A319,2021,Narrow,Spirit Airlines,FLL,250
NKS291,NKS,A319,2015,Narrow,Spirit Airlines,FLL,250
JBU992,JBU,A321,2014,Wide,JetBlue,JFK,300
NKS486,NKS,A319,2012,Narrow,Spirit Airlines,FLL,250
SWA384,SWA,B737-MAX,2005,Narrow,Southwest Airlines,DAL,700
FFT203,FFT,A320neo,2015,Narrow,Frontier Airlines,DEN,200
FFT790,FFT,A320neo,2008,Narrow,Frontier Airlines,DEN,200
SWA587,SWA,B737-MAX,2008,Narrow,Southwest Airlines,DAL,700
JBU841,JBU,A321,2020,Wide,JetBlue,JFK,300
UAL354,UAL,B757,2010,Wide,United Airlines,ORD,850
DAL924,DAL,A320,2006,Narrow,Delta Air Lines,ATL,900
JBU684,JBU,A321,2006,Wide,JetBlue,JFK,300
UAL466,UAL,B757,2014,Wide,United Airlines,ORD,850
JBU952,JBU,A321,2011,Wide,JetBlue,JFK,300
UAL156,UAL,B757,2021,Wide,United Airlines,ORD,850
JBU709,JBU,A321,2009,Wide,JetBlue,JFK,300
NKS122,NKS,A319,2007,Narrow,Spirit Airlines,FLL,250
UAL550,UAL,B757,2007,Wide,United Airlines,ORD,850
NKS146,NKS,A319,2018,Narrow,Spirit Airlines,FLL,250
DAL188,DAL,A320,2013,Narrow,Delta Air Lines,ATL,900
SWA914,SWA,B737-MAX,2007,Narrow,Southwest Airlines,DAL,700
DAL767,DAL,A320,2012,Narrow,Delta Air Lines,ATL,900
DAL934,DAL,A320,2013,Narrow,Delta Air Lines,ATL,900
JBU831,JBU,A321,2013,Wide,JetBlue,JFK,300
SWA224,SWA,B737-MAX,2018,Narrow,Southwest Airlines,DAL,700
NKS928,NKS,A319,2018,Narrow,Spirit Airlines,FLL,250
NKS947,NKS,A319,2018,Narrow,Spirit Airlines,FLL,250
SWA394,SWA,B737-MAX,2006,Narrow,Southwest Airlines,DAL,700
AAL370,AAL,B737-800,2005,Narrow,American Airlines,DFW,950
AAL710,AAL,B737-800,2017,Narrow,American Airlines,DFW,950
UAL748,UAL,B757,2006,Wide,United Airlines,ORD,850
NKS918,NKS,A319,2013,Narrow,Spirit Airlines,FLL,250
NKS498,NKS,A319,2018,Narrow,Spirit Airlines,FLL,250
UAL964,UAL,B757,2016,Wide,United Airlines,ORD,850
NKS407,NKS,A319,2019,Narrow,Spirit Airlines,FLL,250
FFT888,FFT,A320neo,2007,Narrow,Frontier Airlines,DEN,200
FFT702,FFT,A320neo,2005,Narrow,Frontier Airlines,DEN,200
FFT657,FFT,A320neo,2008,Narrow,Frontier Airlines,DEN,200
AAL429,AAL,B737-800,2016,Narrow,American Airlines,DFW,950
DAL313,DAL,A320,2007,Narrow,Delta Air Lines,ATL,900
FFT512,FFT,A320neo,2017,Narrow,Frontier Airlines,DEN,200
AAL672,AAL,B737-800,2019,Narrow,American Airlines,DFW,950
NKS211,NKS,A319,2019,Narrow,Spirit Airlines,FLL,250
FFT971,FFT,A320neo,2019,Narrow,Frontier Airlines,DEN,200
AAL405,AAL,B737-800,2005,Narrow,American Airlines,DFW,950
JBU330,JBU,A321,2006,Wide,JetBlue,JFK,300
AAL703,AAL,B737-800,2019,Narrow,American Airlines,DFW,950
UAL464,UAL,B757,2020,Wide,United Airlines,ORD,850
DAL552,DAL,A320,2021,Narrow,Delta Air Lines,ATL,900
AAL948,AAL,B737-800,2020,Narrow,American Airlines,DFW,950
DAL682,DAL,A320,2007,Narrow,Delta Air Lines,ATL,900
NKS278,NKS,A319,2011,Narrow,Spirit Airlines,FLL,250
SWA858,SWA,B737-MAX,2010,Narrow,Southwest Airlines,DAL,700
FFT866,FFT,A320neo,2012,Narrow,Frontier Airlines,DEN,200
UAL725,UAL,B757,2012,Wide,United Airlines,ORD,850
JBU257,JBU,A321,2019,Wide,JetBlue,JFK,300
NKS526,NKS,A319,2011,Narrow,Spirit Airlines,FLL,250
FFT933,FFT,A320neo,2020,Narrow,Frontier Airlines,DEN,200
FFT290,FFT,A320neo,2013,Narrow,Frontier Airlines,DEN,200
SWA885,SWA,B737-MAX,2015,Narrow,Southwest Airlines,DAL,700
AAL485,AAL,B737-800,2017,Narrow,American Airlines,DFW,950
SWA221,SWA,B737-MAX,2010,Narrow,Southwest Airlines,DAL,700
SWA197,SWA,B737-MAX,2018,Narrow,Southwest Airlines,DAL,700
FFT904,FFT,A320neo,2018,Narrow,Frontier Airlines,DEN,200
FFT511,FFT,A320neo,2005,Narrow,Frontier Airlines,DEN,200
SWA572,SWA,B737-MAX,2018,Narrow,Southwest Airlines,DAL,700
JBU142,JBU,A321,2021,Wide,JetBlue,JFK,300
UAL312,UAL,B757,2018,Wide,United Airlines,ORD,850
FFT285,FFT,A320neo,2005,Narrow,Frontier Airlines,DEN,200
NKS417,NKS,A319,2006,Narrow,Spirit Airlines,FLL,250
UAL846,UAL,B757,2015,Wide,United Airlines,ORD,850
DAL687,DAL,A320,2018,Narrow,Delta Air Lines,ATL,900
SWA443,SWA,B737-MAX,2012,Narrow,Southwest Airlines,DAL,700
NKS198,NKS,A319,2008,Narrow,Spirit Airlines,FLL,250
FFT233,FFT,A320neo,2017,Narrow,Frontier Airlines,DEN,200
NKS702,NKS,A319,2016,Narrow,Spirit Airlines,FLL,250
JBU334,JBU,A321,2016,Wide,JetBlue,JFK,300
UAL390,UAL,B757,2017,Wide,United Airlines,ORD,850
NKS954,NKS,A319,2015,Narrow,Spirit Airlines,FLL,250
NKS862,NKS,A319,2014,Narrow,Spirit Airlines,FLL,250
NKS155,NKS,A319,2017,Narrow,Spirit Airlines,FLL,250
UAL126,UAL,B757,2013,Wide,United Airlines,ORD,850
JBU964,JBU,A321,2013,Wide,JetBlue,JFK,300
JBU546,JBU,A321,2021,Wide,JetBlue,JFK,300
NKS615,NKS,A319,2009,Narrow,Spirit Airlines,FLL,250
SWA347,SWA,B737-MAX,2018,Narrow,Southwest Airlines,DAL,700
DAL961,DAL,A320,2008,Narrow,Delta Air Lines,ATL,900
AAL647,AAL,B737-800,2015,Narrow,American Airlines,DFW,950
JBU996,JBU,A321,2005,Wide,JetBlue,JFK,300
FFT556,FFT,A320neo,2019,Narrow,Frontier Airlines,DEN,200
SWA204,SWA,B737-MAX,2011,Narrow,Southwest Airlines,DAL,700
NKS574,NKS,A319,2011,Narrow,Spirit Airlines,FLL,250
JBU502,JBU,A321,2009,Wide,JetBlue,JFK,300
UAL754,UAL,B757,2016,Wide,United Airlines,ORD,850
FFT113,FFT,A320neo,2008,Narrow,Frontier Airlines,DEN,200
JBU114,JBU,A321,2008,Wide,JetBlue,JFK,300
JBU633,JBU,A321,2011,Wide,JetBlue,JFK,300
SWA991,SWA,B737-MAX,2020,Narrow,Southwest Airlines,DAL,700
DAL194,DAL,A320,2021,Narrow,Delta Air Lines,ATL,900
SWA303,SWA,B737-MAX,2006,Narrow,Southwest Airlines,DAL,700
DAL340,DAL,A320,2013,Narrow,Delta Air Lines,ATL,900
AAL320,AAL,B737-800,2016,Narrow,American Airlines,DFW,950
NKS728,NKS,A319,2016,Narrow,Spirit Airlines,FLL,250
FFT212,FFT,A320neo,2011,Narrow,Frontier Airlines,DEN,200
NKS408,NKS,A319,2014,Narrow,Spirit Airlines,FLL,250
AAL654,AAL,B737-800,2016,Narrow,American Airlines,DFW,950
FFT687,FFT,A320neo,2021,Narrow,Frontier Airlines,DEN,200
UAL289,UAL,B757,2016,Wide,United Airlines,ORD,850
DAL995,DAL,A320,2012,Narrow,Delta Air Lines,ATL,900
SWA763,SWA,B737-MAX,2010,Narrow,Southwest Airlines,DAL,700
SWA316,SWA,B737-MAX,2012,Narrow,Southwest Airlines,DAL,700
UAL326,UAL,B757,2015,Wide,United Airlines,ORD,850
UAL256,UAL,B757,2019,Wide,United Airlines,ORD,850
AAL276,AAL,B737-800,2012,Narrow,American Airlines,DFW,950
UAL591,UAL,B757,2006,Wide,United Airlines,ORD,850
JBU683,JBU,A321,2014,Wide,JetBlue,JFK,300
UAL552,UAL,B757,2009,Wide,United Airlines,ORD,850
JBU847,JBU,A321,2005,Wide,JetBlue,JFK,300
JBU580,JBU,A321,2009,Wide,JetBlue,JFK,300
AAL420,AAL,B737-800,2010,Narrow,American Airlines,DFW,950
NKS589,NKS,A319,2015,Narrow,Spirit Airlines,FLL,250
JBU304,JBU,A321,2005,Wide,JetBlue,JFK,300
AAL235,AAL,B737-800,2017,Narrow,American Airlines,DFW,950
NKS914,NKS,A319,2014,Narrow,Spirit Airlines,FLL,250
JBU787,JBU,A321,2017,Wide,JetBlue,JFK,300
