aircraft_id,region,signal_strength,message_type,response_time,error_code,timestamp
JBU733,NW,-62.1,VDL,6.2,0,2025-05-23 00:13:00
NKS409,SW,-103.24,ACARS,4.37,0,2025-06-03 13:11:00
JBU704,NE,-89.03,VDL,3.91,202,2025-04-03 02:46:00
UAL373,SE,-85.1,ACARS,6.24,101,2025-05-06 15:40:00
SWA857,SE,-71.88,VDL,1.86,303,2025-04-02 04:12:00
FFT554,NE,-83.84,ACARS,5.25,202,2025-04-12 11:18:00
DAL152,INTL,-80.87,ACARS,3.38,505,2025-05-01 03:04:00
AAL102,NW,-83.01,FANS,2.66,0,2025-05-16 03:35:00
SWA355,SW,-69.28,VDL,7.08,505,2025-05-08 11:06:00
JBU908,SW,-86.95,ACARS,6.67,101,2025-04-25 07:23:00
SWA339,NW,-78.36,VDL,1.59,0,2025-05-29 22:24:00
SWA335,NE,-73.74,VDL,8.89,404,2025-06-04 21:39:00
UAL373,SE,-98.71,CPDLC,6.36,0,2025-04-25 03:19:00
FFT366,NW,-105.49,FANS,5.54,202,2025-05-14 21:15:00
FFT847,SE,-89.22,FANS,6.25,505,2025-04-04 11:55:00
JBU452,NW,-91.07,ACARS,6.75,404,2025-05-18 07:26:00
SWA199,SE,-96.3,VDL,4.5,404,2025-06-04 08:44:00
JBU262,SE,-77.94,VDL,6.21,505,2025-04-07 21:57:00
FFT749,SE,-62.82,CPDLC,6.99,0,2025-05-09 22:38:00
UAL364,SE,-85.5,CPDLC,4.14,0,2025-04-19 14:24:00
JBU732,MW,-65.28,VDL,3.54,0,2025-04-02 06:42:00
AAL750,SW,-86.8,VDL,4.39,0,2025-04-05 20:35:00
AAL239,SW,-67.91,VDL,8.03,0,2025-06-04 09:35:00
FFT331,SE,-85.2,FANS,8.1,0,2025-05-08 19:19:00
FFT351,SW,-97.53,CPDLC,8.58,505,2025-05-31 19:27:00
AAL414,SW,-82.24,CPDLC,2.6,505,2025-05-01 12:14:00
AAL416,SE,-91.86,CPDLC,9.54,0,2025-05-13 20:03:00
JBU308,INTL,-69.61,FANS,6.23,101,2025-05-22 06:53:00
UAL712,SW,-60.45,ACARS,7.74,0,2025-04-28 09:18:00
SWA546,MW,-74.51,FANS,1.66,303,2025-04-17 03:45:00
NKS999,MW,-109.18,FANS,4.61,404,2025-04-30 07:31:00
DAL550,MW,-100.17,ACARS,8.11,0,2025-05-05 16:43:00
AAL404,MW,-79.1,FANS,5.27,0,2025-04-11 00:24:00
SWA403,INTL,-91.64,VDL,7.01,101,2025-04-23 12:58:00
FFT365,SE,-75.72,VDL,9.52,101,2025-05-20 22:32:00
NKS710,SE,-108.47,VDL,8.37,202,2025-04-07 11:19:00
DAL921,NE,-90.73,ACARS,8.35,0,2025-04-25 20:42:00
JBU786,SW,-70.51,VDL,2.8,404,2025-06-06 01:43:00
FFT956,SE,-76.89,CPDLC,6.35,404,2025-05-07 16:38:00
DAL901,INTL,-92.6,FANS,4.7,505,2025-05-13 08:08:00
SWA329,NW,-82.29,FANS,6.94,505,2025-05-26 21:31:00
AAL899,SE,-63.68,CPDLC,9.57,202,2025-04-14 17:25:00
SWA481,MW,-71.46,VDL,2.64,0,2025-05-24 13:07:00
NKS768,MW,-102.4,FANS,8.28,0,2025-04-22 13:09:00
UAL864,SE,-68.47,VDL,1.25,101,2025-05-23 19:41:00
AAL280,MW,-108.9,FANS,2.79,101,2025-05-24 07:10:00
UAL910,SE,-87.12,ACARS,8.85,404,2025-05-02 12:49:00
JBU874,NE,-109.97,FANS,2.44,101,2025-04-28 23:03:00
AAL575,SE,-73.34,CPDLC,7.48,0,2025-06-08 21:16:00
UAL623,SW,-106.69,ACARS,5.01,0,2025-06-08 04:26:00
FFT342,NE,-88.16,ACARS,4.56,303,2025-05-27 11:35:00
NKS252,INTL,-64.04,CPDLC,5.63,0,2025-04-04 18:50:00
JBU648,SW,-82.84,CPDLC,6.4,0,2025-04-15 10:07:00
DAL480,MW,-109.43,CPDLC,4.74,0,2025-05-04 13:27:00
JBU469,SW,-106.85,ACARS,5.35,0,2025-04-23 12:01:00
FFT424,NW,-67.78,ACARS,2.25,0,2025-04-22 00:05:00
FFT845,NE,-88.49,VDL,9.09,303,2025-04-06 14:24:00
DAL925,NE,-64.67,FANS,3.13,0,2025-05-17 21:52:00
AAL458,MW,-79.47,VDL,4.57,0,2025-05-10 12:40:00
NKS538,SE,-80.92,FANS,9.03,505,2025-05-13 06:17:00
NKS873,INTL,-81.39,VDL,8.12,303,2025-05-13 22:37:00
FFT367,NW,-98.47,FANS,4.28,303,2025-05-18 02:11:00
DAL763,NE,-102.77,ACARS,2.34,202,2025-05-27 03:45:00
DAL397,MW,-71.59,VDL,7.98,0,2025-04-25 20:14:00
SWA506,NE,-96.88,FANS,2.64,505,2025-04-24 06:47:00
JBU515,MW,-86.18,FANS,7.51,0,2025-05-18 13:40:00
DAL839,NE,-109.62,ACARS,1.55,404,2025-04-30 11:56:00
FFT872,MW,-77.16,ACARS,5.5,0,2025-05-10 19:59:00
SWA575,SW,-107.82,FANS,7.98,404,2025-05-08 18:58:00
JBU620,SW,-101.06,CPDLC,5.26,0,2025-04-05 21:42:00
NKS439,SE,-90.91,FANS,9.58,101,2025-05-18 04:50:00
SWA743,NE,-97.08,FANS,4.63,202,2025-04-22 08:42:00
UAL865,NE,-86.62,CPDLC,3.31,0,2025-04-10 22:51:00
JBU765,NE,-102.55,FANS,7.65,0,2025-04-21 23:19:00
FFT909,INTL,-105.62,CPDLC,7.64,0,2025-04-02 11:13:00
JBU896,NE,-83.55,FANS,4.98,505,2025-04-08 12:45:00
FFT155,INTL,-88.98,ACARS,3.66,0,2025-05-09 15:03:00
FFT555,NW,-83.01,VDL,8.18,0,2025-04-27 04:46:00
DAL376,MW,-98.03,VDL,2.84,0,2025-04-04 08:53:00
JBU783,NW,-90.57,VDL,5.59,303,2025-04-25 11:47:00
SWA548,SE,-105.8,ACARS,7.68,202,2025-05-20 15:06:00
SWA286,MW,-78.43,FANS,2.24,505,2025-05-12 01:11:00
NKS520,SW,-105.83,VDL,3.81,0,2025-04-06 22:01:00
DAL431,SW,-88.57,ACARS,2.24,505,2025-04-08 07:10:00
SWA265,MW,-65.85,ACARS,3.28,0,2025-06-03 07:27:00
NKS374,INTL,-78.06,VDL,5.1,505,2025-04-09 21:02:00
NKS854,NW,-90.49,CPDLC,7.85,101,2025-05-19 13:26:00
FFT873,SW,-81.43,ACARS,4.6,303,2025-04-04 19:16:00
NKS537,MW,-97.11,ACARS,2.92,202,2025-04-07 04:27:00
UAL350,NE,-90.32,VDL,5.32,303,2025-05-30 14:14:00
DAL876,MW,-107.63,VDL,1.31,505,2025-05-05 21:19:00
AAL868,SW,-96.71,VDL,2.3,202,2025-04-27 22:32:00
JBU651,NE,-97.95,ACARS,7.01,0,2025-05-23 05:52:00
NKS225,SW,-88.83,ACARS,4.26,202,2025-04-11 22:32:00
AAL450,NE,-78.51,CPDLC,8.0,0,2025-04-12 12:05:00
JBU872,SW,-101.99,FANS,4.04,0,2025-04-09 16:28:00
SWA744,SW,-62.55,ACARS,5.07,505,2025-05-14 08:48:00
AAL606,MW,-80.61,CPDLC,2.25,0,2025-05-07 19:43:00
SWA380,SE,-109.88,ACARS,5.54,0,2025-05-12 18:56:00
SWA779,MW,-61.61,ACARS,4.63,404,2025-05-05 19:18:00
DAL478,SW,-76.3,ACARS,7.24,404,2025-04-15 04:46:00
SWA247,MW,-73.59,ACARS,4.92,202,2025-06-02 03:11:00
UAL915,SE,-97.57,ACARS,3.64,0,2025-04-09 07:39:00
AAL544,SE,-60.6,VDL,1.42,0,2025-04-01 00:20:00
AAL308,NE,-70.66,CPDLC,2.57,404,2025-04-05 07:59:00
FFT170,SE,-101.64,ACARS,2.45,404,2025-04-18 03:14:00
DAL719,SW,-85.86,VDL,8.36,202,2025-06-07 17:11:00
SWA180,NW,-88.13,ACARS,7.01,101,2025-05-25 06:17:00
DAL106,NW,-67.87,VDL,6.76,0,2025-05-02 23:08:00
AAL956,NW,-97.66,FANS,8.66,303,2025-05-31 07:30:00
JBU900,NE,-102.65,CPDLC,8.9,505,2025-05-06 08:38:00
AAL662,SW,-87.43,VDL,1.96,0,2025-04-08 05:29:00
SWA129,INTL,-69.52,CPDLC,5.49,202,2025-05-26 23:11:00
NKS644,SE,-79.3,ACARS,4.13,0,2025-06-08 23:59:00
FFT857,SE,-108.12,VDL,5.72,0,2025-04-04 12:37:00
UAL592,NE,-80.65,VDL,8.57,505,2025-04-07 05:56:00
UAL319,MW,-105.37,FANS,2.07,505,2025-05-31 15:37:00
SWA720,INTL,-74.33,CPDLC,8.9,0,2025-04-11 03:49:00
FFT316,MW,-76.05,VDL,5.72,101,2025-04-01 19:31:00
SWA449,SE,-88.49,VDL,6.67,0,2025-04-29 08:27:00
JBU613,INTL,-64.86,ACARS,1.6,202,2025-04-11 08:29:00
DAL384,MW,-102.96,FANS,9.78,0,2025-05-30 13:18:00
JBU365,SE,-60.61,FANS,1.44,505,2025-05-09 01:31:00
JBU740,INTL,-91.37,VDL,2.24,0,2025-05-31 14:33:00
AAL241,SE,-85.79,VDL,7.27,0,2025-04-11 20:32:00
FFT832,NW,-87.52,VDL,5.79,0,2025-05-14 04:28:00
JBU974,SE,-109.22,ACARS,2.67,0,2025-04-21 17:16:00
DAL104,NW,-106.52,ACARS,9.83,0,2025-04-17 08:43:00
NKS188,INTL,-84.07,CPDLC,1.06,0,2025-05-27 10:27:00
NKS437,NE,-94.7,FANS,9.94,0,2025-06-06 01:16:00
JBU215,MW,-66.52,ACARS,6.17,303,2025-06-05 12:41:00
DAL452,MW,-90.95,ACARS,1.59,0,2025-04-09 14:54:00
SWA477,INTL,-106.39,FANS,9.26,202,2025-05-06 10:27:00
NKS857,SE,-91.99,VDL,3.26,0,2025-04-02 10:50:00
JBU425,SE,-85.72,VDL,3.5,101,2025-04-16 01:02:00
AAL401,SE,-85.01,CPDLC,3.89,101,2025-05-02 22:05:00
NKS154,SW,-63.34,CPDLC,8.59,303,2025-04-29 20:38:00
SWA391,SW,-84.41,CPDLC,9.74,0,2025-06-01 01:36:00
NKS929,MW,-107.14,CPDLC,2.05,404,2025-05-27 23:41:00
DAL358,NW,-97.0,FANS,3.47,404,2025-05-26 12:19:00
UAL918,NE,-93.77,CPDLC,3.05,0,2025-04-27 09:33:00
AAL859,NE,-102.87,FANS,4.36,202,2025-04-20 03:15:00
DAL101,NW,-66.71,VDL,4.64,0,2025-06-06 06:22:00
UAL516,MW,-68.7,FANS,9.66,0,2025-06-02 03:56:00
AAL893,NE,-104.69,CPDLC,3.72,303,2025-05-10 10:16:00
JBU259,SE,-96.77,VDL,3.4,505,2025-04-07 03:47:00
UAL482,MW,-87.88,ACARS,5.12,0,2025-05-22 02:19:00
SWA302,NW,-75.59,VDL,6.88,0,2025-04-08 12:09:00
NKS101,SW,-102.4,FANS,6.75,0,2025-04-22 12:45:00
SWA790,SW,-62.75,ACARS,6.93,505,2025-04-30 03:55:00
FFT176,INTL,-83.38,FANS,4.5,404,2025-05-05 16:34:00
NKS962,NE,-96.12,FANS,3.37,0,2025-05-25 16:10:00
NKS901,SE,-63.86,ACARS,9.26,0,2025-04-09 17:26:00
DAL939,INTL,-98.32,FANS,5.52,404,2025-04-07 20:32:00
JBU651,NW,-98.34,CPDLC,5.21,101,2025-04-03 17:06:00
UAL638,INTL,-94.99,VDL,2.03,0,2025-06-06 14:07:00
DAL230,NE,-67.79,FANS,2.64,0,2025-05-06 20:32:00
FFT732,SW,-87.55,ACARS,9.9,303,2025-06-05 12:32:00
AAL844,INTL,-99.18,ACARS,4.54,404,2025-05-11 19:00:00
AAL467,SE,-104.77,CPDLC,1.9,505,2025-06-01 08:11:00
NKS982,NE,-69.01,FANS,2.24,0,2025-04-15 17:45:00
SWA983,INTL,-69.34,VDL,9.07,404,2025-06-08 07:11:00
FFT500,NW,-73.04,VDL,8.37,101,2025-04-15 06:18:00
AAL582,SW,-68.96,ACARS,5.95,505,2025-04-17 08:41:00
SWA729,INTL,-87.1,CPDLC,3.86,505,2025-04-29 21:27:00
JBU743,SE,-103.88,CPDLC,5.56,0,2025-04-13 16:29:00
SWA270,SW,-75.35,FANS,5.21,0,2025-04-25 13:21:00
UAL526,MW,-84.75,FANS,6.76,404,2025-04-20 23:41:00
JBU663,SE,-88.94,FANS,3.39,0,2025-05-07 04:10:00
AAL490,SW,-60.07,VDL,4.22,101,2025-05-21 21:17:00
NKS599,NW,-89.07,ACARS,3.41,0,2025-04-30 04:00:00
DAL850,NW,-80.72,VDL,6.81,505,2025-04-24 21:52:00
FFT990,NW,-81.76,VDL,2.27,404,2025-04-05 12:37:00
JBU220,NE,-79.16,FANS,9.44,0,2025-05-13 07:57:00
DAL843,INTL,-67.24,CPDLC,3.83,101,2025-04-13 02:23:00
AAL506,SE,-78.03,FANS,2.13,505,2025-05-17 10:16:00
JBU289,INTL,-72.56,ACARS,4.74,303,2025-04-02 07:16:00
SWA677,NE,-109.53,FANS,2.14,303,2025-05-30 22:10:00
UAL429,INTL,-88.64,ACARS,5.42,101,2025-05-17 10:10:00
SWA695,INTL,-100.02,ACARS,1.45,0,2025-05-04 04:07:00
UAL952,SE,-75.75,FANS,9.66,0,2025-05-11 21:11:00
UAL163,INTL,-104.37,VDL,9.36,0,2025-04-30 18:38:00
SWA485,NE,-83.63,FANS,1.84,0,2025-05-26 19:03:00
UAL106,INTL,-96.86,VDL,7.17,0,2025-04-03 06:55:00
NKS593,SE,-88.18,CPDLC,2.38,202,2025-05-05 17:47:00
UAL297,NW,-71.33,FANS,5.35,0,2025-06-01 03:54:00
AAL774,MW,-75.51,ACARS,1.95,0,2025-05-26 00:18:00
JBU958,SW,-105.98,FANS,7.41,303,2025-04-10 20:33:00
SWA970,MW,-67.86,FANS,6.34,0,2025-05-29 07:14:00
NKS303,NE,-96.57,ACARS,5.21,303,2025-05-19 01:55:00
JBU877,SW,-87.32,CPDLC,1.03,0,2025-05-15 20:56:00
UAL220,SW,-107.2,CPDLC,5.41,404,2025-05-05 06:42:00
AAL742,SW,-94.31,CPDLC,1.77,0,2025-04-27 09:43:00
UAL614,SW,-83.26,VDL,6.1,0,2025-04-14 13:17:00
JBU416,SE,-93.89,ACARS,9.78,0,2025-04-27 01:55:00
FFT847,MW,-86.85,CPDLC,1.76,505,2025-04-01 03:07:00
JBU681,NE,-94.86,FANS,3.0,0,2025-04-05 18:52:00
JBU109,SE,-72.13,VDL,6.85,303,2025-04-28 08:11:00
JBU737,MW,-69.83,VDL,9.71,0,2025-06-07 23:21:00
JBU395,NW,-69.89,FANS,1.61,0,2025-05-11 06:53:00
JBU716,NE,-100.98,ACARS,1.82,202,2025-05-10 17:34:00
UAL127,INTL,-71.0,FANS,2.93,0,2025-06-04 12:40:00
UAL522,SW,-98.88,CPDLC,3.27,0,2025-06-06 15:24:00
FFT254,MW,-64.97,CPDLC,8.1,505,2025-05-24 14:04:00
AAL752,SW,-69.31,CPDLC,1.37,505,2025-05-02 15:42:00
NKS983,NW,-71.39,CPDLC,7.4,202,2025-06-04 16:26:00
DAL191,MW,-103.56,FANS,9.29,0,2025-04-23 05:55:00
UAL358,SE,-61.6,FANS,5.79,505,2025-05-31 10:31:00
AAL446,NW,-65.86,VDL,5.72,0,2025-04-30 08:37:00
JBU455,SW,-67.51,ACARS,9.44,202,2025-04-30 12:23:00
JBU629,MW,-68.31,CPDLC,5.34,101,2025-05-18 00:24:00
UAL292,NW,-98.14,CPDLC,9.18,0,2025-04-27 11:52:00
UAL273,SE,-76.87,VDL,9.35,505,2025-06-06 17:40:00
SWA581,INTL,-97.67,VDL,5.43,505,2025-05-15 15:07:00
FFT914,NW,-63.95,ACARS,2.32,303,2025-05-20 05:54:00
AAL208,SW,-89.38,VDL,2.06,404,2025-04-21 01:59:00
DAL697,NW,-73.38,VDL,7.38,101,2025-06-04 19:01:00
SWA923,INTL,-92.17,CPDLC,8.76,303,2025-06-07 20:05:00
JBU368,SW,-75.26,FANS,2.93,303,2025-06-03 17:19:00
JBU875,INTL,-62.15,VDL,6.25,0,2025-05-05 18:04:00
DAL831,NE,-68.86,FANS,3.04,0,2025-04-20 11:56:00
JBU892,INTL,-69.33,CPDLC,7.83,505,2025-04-09 08:02:00
FFT720,NW,-97.45,VDL,4.89,0,2025-04-12 21:24:00
AAL412,INTL,-64.62,ACARS,2.15,0,2025-06-09 09:02:00
JBU233,SW,-98.03,VDL,8.73,0,2025-05-18 13:36:00
DAL688,MW,-66.82,FANS,5.77,404,2025-04-19 04:39:00
FFT161,SE,-102.95,CPDLC,7.23,101,2025-05-29 06:37:00
UAL764,MW,-87.43,ACARS,1.38,0,2025-04-08 06:29:00
JBU157,MW,-100.48,CPDLC,3.37,202,2025-04-07 12:16:00
AAL894,NE,-64.19,FANS,4.89,202,2025-06-06 07:28:00
UAL621,NW,-72.56,FANS,6.3,303,2025-05-29 03:02:00
JBU228,MW,-68.77,VDL,6.41,101,2025-05-27 08:46:00
AAL602,NE,-90.2,CPDLC,9.49,0,2025-05-23 16:19:00
JBU324,SW,-84.18,VDL,9.23,101,2025-04-21 07:35:00
FFT163,SW,-67.96,ACARS,7.36,404,2025-04-01 15:03:00
DAL641,INTL,-91.33,VDL,3.41,303,2025-06-06 16:36:00
DAL345,INTL,-74.66,FANS,6.69,101,2025-06-04 17:04:00
NKS275,NW,-94.53,FANS,5.97,202,2025-04-06 09:35:00
DAL672,NW,-75.39,FANS,9.53,505,2025-04-25 07:30:00
FFT455,INTL,-100.9,CPDLC,1.46,0,2025-05-24 19:37:00
JBU308,INTL,-64.26,ACARS,2.54,202,2025-05-14 13:56:00
DAL810,SW,-101.21,FANS,8.36,101,2025-05-05 02:00:00
SWA960,SW,-79.83,FANS,8.94,404,2025-04-26 07:56:00
FFT895,MW,-109.81,VDL,1.79,303,2025-05-10 07:58:00
FFT550,NW,-97.69,VDL,1.12,0,2025-04-06 13:56:00
NKS799,MW,-64.37,ACARS,2.14,404,2025-05-28 15:27:00
DAL653,INTL,-76.45,VDL,9.84,0,2025-04-28 10:41:00
DAL635,NW,-77.62,ACARS,5.14,505,2025-06-03 09:04:00
JBU852,SW,-88.87,CPDLC,4.83,101,2025-04-20 07:57:00
FFT445,NE,-77.59,VDL,9.02,404,2025-05-07 17:45:00
AAL953,NW,-100.44,CPDLC,3.42,505,2025-05-03 19:24:00
SWA354,NE,-75.73,FANS,7.16,505,2025-04-14 21:59:00
UAL267,SW,-76.87,ACARS,9.24,0,2025-04-14 11:02:00
NKS514,INTL,-98.19,FANS,5.72,505,2025-06-04 02:28:00
FFT444,INTL,-97.84,FANS,1.99,202,2025-04-14 04:55:00
NKS488,INTL,-101.29,CPDLC,4.39,202,2025-04-17 21:34:00
JBU145,INTL,-76.12,ACARS,2.46,303,2025-05-15 22:42:00
JBU295,SW,-94.81,VDL,7.64,404,2025-04-28 14:03:00
JBU265,SE,-85.73,CPDLC,8.38,0,2025-05-24 06:20:00
AAL178,SW,-94.98,ACARS,3.11,505,2025-04-28 16:14:00
JBU696,SE,-80.33,ACARS,5.05,0,2025-05-29 04:04:00
UAL583,SE,-77.63,ACARS,9.72,303,2025-05-31 06:55:00
UAL820,SE,-81.85,VDL,1.83,101,2025-04-28 19:34:00
UAL406,SE,-96.19,VDL,2.94,0,2025-04-15 15:38:00
DAL181,MW,-99.44,VDL,4.82,0,2025-04-20 16:46:00
UAL228,SE,-98.21,FANS,2.83,303,2025-04-24 00:22:00
FFT241,NW,-62.47,ACARS,1.56,404,2025-04-20 07:03:00
AAL268,INTL,-96.2,FANS,9.8,0,2025-05-22 11:04:00
NKS970,INTL,-76.15,CPDLC,9.71,0,2025-06-06 20:41:00
DAL698,NW,-89.86,ACARS,3.5,303,2025-06-02 01:48:00
DAL278,NW,-74.98,VDL,7.84,202,2025-05-25 04:29:00
SWA304,NW,-87.97,CPDLC,2.53,303,2025-04-26 12:26:00
UAL919,SE,-91.54,FANS,1.66,303,2025-05-06 22:50:00
UAL424,SW,-100.14,CPDLC,4.46,0,2025-05-25 02:24:00
SWA108,SW,-101.2,CPDLC,7.69,0,2025-04-20 01:29:00
SWA806,MW,-61.75,FANS,9.17,505,2025-04-22 05:37:00
NKS128,SE,-78.08,CPDLC,8.61,0,2025-04-12 07:22:00
SWA639,SW,-60.17,FANS,1.53,303,2025-04-27 19:41:00
FFT555,NE,-60.25,CPDLC,5.54,303,2025-05-08 21:59:00
AAL729,MW,-73.38,ACARS,2.4,202,2025-04-10 11:47:00
FFT383,MW,-68.57,ACARS,6.16,202,2025-04-18 21:48:00
FFT483,INTL,-100.74,VDL,9.2,0,2025-04-25 08:06:00
SWA633,NW,-105.9,FANS,8.27,0,2025-04-14 17:50:00
AAL701,INTL,-109.98,ACARS,9.05,303,2025-05-01 09:23:00
UAL699,INTL,-81.68,ACARS,5.18,0,2025-04-18 03:16:00
DAL453,NE,-105.51,VDL,4.09,505,2025-06-09 09:22:00
DAL870,SE,-106.84,FANS,8.87,101,2025-05-05 23:21:00
SWA995,SW,-76.41,VDL,1.31,101,2025-04-17 02:23:00
NKS613,SW,-107.72,CPDLC,8.24,101,2025-04-24 16:37:00
NKS487,NW,-105.26,ACARS,5.02,505,2025-05-17 13:24:00
FFT779,MW,-109.59,ACARS,6.68,0,2025-04-03 17:43:00
NKS869,SE,-64.72,CPDLC,3.59,202,2025-04-23 04:55:00
AAL854,NW,-77.67,FANS,8.34,202,2025-05-17 23:59:00
FFT195,SW,-101.61,VDL,2.74,303,2025-04-26 11:05:00
SWA278,NW,-80.21,FANS,6.4,303,2025-05-06 12:04:00
DAL501,SE,-71.2,ACARS,4.43,101,2025-05-10 01:19:00
UAL953,NE,-90.9,FANS,8.74,303,2025-05-26 04:19:00
UAL378,SE,-64.62,ACARS,8.19,505,2025-05-15 01:47:00
SWA643,MW,-109.05,FANS,7.43,0,2025-04-26 14:58:00
UAL240,NE,-66.27,FANS,1.69,404,2025-05-22 16:40:00
UAL112,SE,-68.88,VDL,9.18,0,2025-05-10 14:47:00
JBU204,NW,-105.95,FANS,8.06,0,2025-05-12 11:30:00
SWA639,SW,-68.47,VDL,4.02,202,2025-05-07 03:51:00
DAL242,SE,-61.15,ACARS,9.24,303,2025-06-04 19:08:00
JBU522,INTL,-82.61,ACARS,5.75,0,2025-05-14 21:56:00
SWA135,NW,-103.24,CPDLC,7.18,0,2025-05-01 15:06:00
AAL566,NW,-88.35,FANS,1.84,101,2025-05-20 05:01:00
UAL193,INTL,-109.33,ACARS,7.03,202,2025-05-15 18:26:00
FFT709,SW,-87.15,FANS,3.9,202,2025-05-18 06:24:00
UAL160,MW,-69.41,ACARS,9.4,0,2025-04-01 03:40:00
SWA539,INTL,-72.38,CPDLC,4.48,0,2025-06-02 10:11:00
FFT373,NW,-65.38,ACARS,7.25,0,2025-05-03 22:38:00
AAL714,NE,-68.82,ACARS,5.74,202,2025-04-05 23:32:00
SWA855,NE,-83.59,CPDLC,7.78,0,2025-06-05 18:39:00
NKS433,NE,-64.99,VDL,9.75,505,2025-06-08 05:43:00
SWA878,SW,-81.22,VDL,3.41,202,2025-05-16 12:40:00
JBU252,NW,-81.09,CPDLC,3.93,0,2025-05-21 00:58:00
UAL230,INTL,-108.86,FANS,7.26,0,2025-04-12 11:50:00
DAL878,INTL,-78.65,FANS,4.84,101,2025-04-03 16:49:00
UAL593,NE,-77.81,CPDLC,2.56,505,2025-05-25 08:16:00
DAL950,SW,-88.85,FANS,2.21,505,2025-05-10 12:06:00
AAL966,INTL,-63.53,ACARS,2.66,0,2025-04-08 03:20:00
JBU566,NW,-90.13,CPDLC,5.09,0,2025-05-26 11:33:00
AAL998,INTL,-63.0,CPDLC,3.77,0,2025-06-02 13:31:00
DAL553,INTL,-70.39,FANS,6.68,404,2025-05-05 18:05:00
FFT461,NE,-76.67,FANS,8.25,0,2025-05-03 03:14:00
AAL605,NW,-67.48,VDL,6.34,404,2025-04-17 04:33:00
DAL507,INTL,-90.66,FANS,2.65,0,2025-05-22 18:25:00
FFT732,NW,-94.74,ACARS,4.18,101,2025-04-27 02:31:00
SWA459,SE,-65.72,ACARS,1.44,303,2025-04-07 16:46:00
UAL874,MW,-66.35,CPDLC,1.44,202,2025-04-18 17:46:00
JBU579,INTL,-63.22,ACARS,4.02,404,2025-05-01 20:05:00
JBU280,SW,-109.02,CPDLC,7.78,0,2025-05-24 07:50:00
NKS109,INTL,-64.25,CPDLC,9.87,101,2025-04-27 13:34:00
DAL567,NW,-74.63,FANS,9.38,0,2025-06-05 13:51:00
NKS550,NE,-64.82,VDL,6.81,303,2025-06-03 05:52:00
FFT690,SW,-91.64,ACARS,6.85,505,2025-04-22 10:53:00
FFT510,SE,-89.25,CPDLC,9.86,202,2025-05-02 11:49:00
AAL406,NW,-85.28,CPDLC,2.88,505,2025-04-20 02:25:00
UAL760,MW,-75.25,FANS,4.07,404,2025-06-09 00:48:00
FFT483,SE,-66.56,FANS,8.57,0,2025-06-03 19:57:00
SWA751,NE,-74.55,CPDLC,5.32,0,2025-05-28 21:24:00
DAL721,MW,-94.61,VDL,2.89,101,2025-06-06 12:19:00
FFT131,SW,-65.51,CPDLC,7.6,0,2025-04-12 09:39:00
SWA661,INTL,-66.95,VDL,1.53,0,2025-05-24 01:37:00
UAL460,MW,-77.08,ACARS,1.11,0,2025-04-23 08:14:00
UAL529,MW,-87.1,FANS,7.53,505,2025-05-30 13:41:00
JBU574,MW,-89.24,CPDLC,9.0,101,2025-04-03 16:46:00
JBU519,SE,-99.61,ACARS,4.62,0,2025-06-04 14:16:00
SWA287,SW,-61.19,VDL,3.69,202,2025-04-13 04:52:00
JBU761,INTL,-64.11,FANS,6.25,404,2025-04-09 14:48:00
JBU688,NE,-78.38,FANS,1.81,404,2025-04-28 17:15:00
DAL813,NW,-85.08,FANS,5.69,0,2025-06-08 01:22:00
DAL370,SE,-63.95,FANS,3.74,404,2025-06-02 16:51:00
UAL424,SE,-77.05,FANS,9.66,202,2025-06-08 04:50:00
AAL857,SW,-96.98,FANS,9.49,0,2025-06-06 10:29:00
DAL440,SW,-79.43,ACARS,6.17,101,2025-05-31 14:21:00
JBU251,SW,-77.06,CPDLC,9.54,0,2025-05-10 08:14:00
FFT887,INTL,-108.74,ACARS,8.11,0,2025-05-07 04:55:00
DAL711,NE,-96.56,FANS,3.26,303,2025-04-25 11:00:00
AAL842,NW,-67.04,CPDLC,6.85,303,2025-05-24 01:29:00
FFT907,NW,-63.45,CPDLC,1.17,101,2025-06-06 09:39:00
JBU896,MW,-79.98,ACARS,9.39,303,2025-04-29 07:41:00
FFT961,NE,-79.01,FANS,8.75,0,2025-05-31 11:36:00
NKS546,SE,-105.04,VDL,5.66,303,2025-05-04 02:20:00
NKS356,NW,-104.13,ACARS,7.14,505,2025-04-02 17:47:00
NKS553,NE,-100.06,CPDLC,3.14,303,2025-06-07 16:19:00
DAL603,SW,-106.72,ACARS,6.62,0,2025-04-20 11:04:00
NKS766,SE,-77.65,VDL,9.1,0,2025-05-02 18:15:00
SWA300,MW,-60.65,CPDLC,2.19,0,2025-05-16 11:18:00
AAL909,NW,-107.66,VDL,7.41,0,2025-06-08 00:21:00
AAL505,MW,-98.83,FANS,8.41,202,2025-04-24 07:56:00
DAL308,SW,-108.48,FANS,1.35,0,2025-04-01 19:05:00
SWA213,INTL,-109.06,FANS,7.33,101,2025-05-15 16:20:00
SWA960,SE,-77.17,VDL,3.42,0,2025-05-10 16:08:00
FFT741,SE,-95.72,FANS,4.91,0,2025-05-17 14:13:00
JBU711,NW,-100.75,VDL,7.35,0,2025-04-28 05:00:00
NKS591,NE,-85.91,FANS,5.82,0,2025-05-02 19:46:00
